instruction,response,category
تنجم تقلي كيفاش نطلع شهادة الاستفادة من المنحة السياحية؟,"تطلع من البنك ولا البوسطة وقت اللي تصرف فلوس للسفر:
1. تهز الباسبور والتذكرة للبنك.
2. تطلب صرف المبلغ المسموح بيه سنوياً.
3. البنك يطبعلك في الباسبور 'Droit de change'.
4. يعطيك وصل يثبت اللي أنت خذيت المنحة قانونياً باش ما تقلقكش الديوانة في المطار.",task_oriented
تنجم تقلي كيفاش نجم نتنقل في تونس، وشنوة أحسن وسائل النقل الموجودة؟,"وسائل النقل في تونس متنوعة وتوصلك وين تحب، وحسب ميزانيتك:

1. **اللوّاج (التاكسي الجماعي)**: أحسن وأرخص وسيلة باش تتنقل بين المدن والقرى. فمة محطات لواج كبيرة في تونس، سوسة، وصفاقس.
2. **التران (القطار)**: تابع للشركة الوطنية للسكك الحديدية (SNCFT)، مريح برشة للسفرات الطويلة بين المدن الكبيرة.
3. **الكار (الحافلة)**: اقتصادية وتوصلك لكل البلايص، وتذاكرها موجودة في المحطات.
4. **التاكسي فردي**: موجود في كل بلاصة، سريع ومريح، أما لازم تتاكد اللي الشيفور خدم العداد.
5. **كراء الكراهب**: خيار باهي برشة للي يحب يدور على راحته، خاصة في المناطق الريفية ولا في الجنوب والصحراء.",task_oriented
كيفاش نتعامل مع الـ نوطات الـ اليليميناتوار؟,لازمك تتجنبها بكل ثمن. ركز على الـ باز متاع المادة هذيكة باش تضمن الـ 10 على الأقل وتفلت من الـ راتراباج.,student_life
نحب نثبت ريديم في داري قبل ما نعرس، شنوة لازمني؟,تنجم تعمل قائمة في الأثاث (قائمة منقولات) وتصححها مع خطيبتك في البلدية. هذا يضمن حقك في الـ 'ماتريال' اللي شريته بفلوسك.,general_knowledge
احكيلي على مدينة سليمان والاندلسيين؟,سليمان هي مدينة في الوطن القبلي، بناوها الأندلسيين اللي جاو لتونس. المعلم الأساسي فيها هو الجامع الكبير والديار اللي عندها طابع أندلسي في البيبان والزينة. المدينة هذي مشهورة بالفلاحة وبغابات القوارص، وهي بلاصة هادية تلم بين عبق التاريخ وجمال الطبيعة.,cultural_knowledge
شنوة أهمية انضمام الباحث أشرف الذهبي لوكالة NASA؟ وكيفاش هذا يعاون تونس في البحث العلمي؟,"وصول أشرف الذهبي لفريق 'ناسا' هو فخر كبير لتونس، ويوري اللي الشباب التونسي ينجم يوصل لأعلى المستويات. هو يخدم في فريق يدرس في الكواكب اللي خارج المجموعة الشمسية.
هذا الإنجاز ينجم:
• يشجع الشباب التونسي باش يحبوا العلوم والتكنولوجيا.
• يقوي التعاون بين تونس والمراكز البحثية العالمية.
• يخلينا نطوروا برامج القراية والبحث في تونس.
• يعطي صورة باهية على تونس كبلاد تشجع على العلم والتميز.",cultural_knowledge
تنصحني بـ التعاون مع مؤثرين للإشهار لمروعي الصغير؟,الإشهار مع المؤثرين ينجم يطير بمشروعك لو اخترت الشخص الصح اللي يتبعوه 'الفئة المستهدفة' متاعك. ابعد على اللي عندهم برشة متابعين وهميين، وركز Micro-influencers اللي عندهم تفاعل حقيقي (Engagement) في مجال مشروعك. هو حل أسرع من الإشهار التقليدي، أما لازم يكون عندك منتج باه 'Presentation' مزيانة باش ما تخسرش فلوسك في الفارغ.,opinions_recommendations
"تنجم تقلي أشنو تعني ""اللي يعرف كار بوه وجده، العتبة حده""؟",هاذا المثل يعني بلي ليه أصل وتربية يعرف مقامه وما يتجاوزجش حده. يعني بالحرف: الّي يعرف قيمة بوه وجده، العتبة حدّه أي يعرف حدوده بالقدا.,cultural_knowledge
تنصحني بـ العمل كـ كاتب Content Writer بالذكاء الاصطناعي؟,نعم، أما بشرط! ما تخليهوش يكتب في بلاصتك، استعمله كـ 'مساعد' يعطيك أفكار وينظم لك الهيكل. الشركات توه تلوج على 'اللمسة الإنسانية' والإبداع اللي ما عندوش الـ AI. إذا تعرف كيفاش 'تروض' الذكاء الاصطناعي باش تسرع خدمتك وتحافظ على جودة المحتوى، باش تولي 'ماكينة' إنتاج مطلوبة برشة في سوق التسويق الرقمي.,opinions_recommendations
تنجم تقلي علاش الزنجبيل مهمة برشا عند التوانسة؟,حسو الدرع بالزنجبيل يدفي في الشتاء هذا يوري قداش الزنجبيل مهمة في الحياة التونسية اليومية.,cultural_knowledge
تنجم تقلي كيفاش نطلع شهادة عدم إعادة الترسيم؟,"تطلع من الجامعة اللي كنت تقرا فيها:
1. تقدم مطلب سحب ملف من الكلية.
2. الإدارة تعطيك شهادة اللي أنت ما قيدتش للسنة الحالية.
3. يطلبوها عادة كي تحب تبدل كلية أخرى ولا تمشي تقرا في التكوين المهني.
4. لازم تكون مخلص كل ديونك مع الحي الجامعي والمكتبة.",task_oriented
تنصحني نشري طائرة درون للتصوير؟,الدرون تعطيك زوايا تصوير خيالية ومحتوى احترافي يطير طيران، أما في تونس لازمك 'رخصة' رسمية ومعقدة شوية باش تستعملها قانونياً. إذا أنت مصور محترف ولا صانع محتوى وباش تخدم بيها، استثمر فيها وطلع أوراقك. إذا كان للهواية بركة، ثبت في القوانين باش ما ترصيليكش في مشاكل ومصادرة للدرون. هي أداة رائعة أما يلزمها مسؤولية.,opinions_recommendations
تنجم تقلي شنوة اللي يخلي العادة الشهرية توخر وتتخلبز، وأول ما تبدأ تهبط كاينها وسخ لونه بني؟,هذي تطلع لخبطة هرمونات. لازم تمشي تعمل فحص هرمونات وتعمل سونار (تلفزة) على المبيضين باش تشوفي شنوة اللي مخليها موش منتظمة.,advice_guidance
كيفاش نطلع شهادة الاستفادة من المنحة السياحية؟,"تطلع من البنك ولا البوسطة وقت اللي تصرف فلوس للسفر:
1. تهز الباسبور والتذكرة للبنك.
2. تطلب صرف المبلغ المسموح بيه سنوياً.
3. البنك يطبعلك في الباسبور 'Droit de change'.
4. يعطيك وصل يثبت اللي أنت خذيت المنحة قانونياً باش ما تقلقكش الديوانة في المطار.",task_oriented
تنصحني بـ تعلم لغة البرمجة Solidity الخاصة بـ البلوكشين؟,سوليديتي (Solidity) هي اللغة الأساسية للعقود الذكية على شبكة إيثيريوم. هي لغة 'نادرة' في تونس والعالم، يعني المبرمجين اللي يتقنوها يخلصوا مبالغ خيالية. إذا كنت تحب تدخل لعالم (Web3) واللامركزية، تعلمها يخليك متميز جداً في سوق الشغل. هي صعبة شوية في المنطق متاعها، أما مستقبلها كبير برشة في الأنظمة المالية الجديدة.,opinions_recommendations
عندي بحة في صوتي عندها أسبوعين وما مشاتش، مانيش مريض بالصدر أما صوتي تبدل، فاش قام؟,البحة اللي تطول أكثر من 15 يوم لازمها فحص للحنجرة عند طبيب (ORL). تنجم تكون مجرد تعب في الأوتار الصوتية، ولا بسبب 'الجاير' اللي يطلع للحلق، أما لازم نثبتوا لا يكون فما 'لحمات' صغار (أورام حميدة). إذا كنت مدخن، التثبيت يولي ضروري وأكيد.,advice_guidance
تنجم تقلي علاش كِي نضحك برشة جنبي يوجعني؟,خاطر الضحك القوي يضغط على 'الطحال' وعلى الحجاب الحاجز. البدن يسيب الدم المخزن في الطحال باش يعاون في التنفس السريع، وهذاك اللي يعمل 'النغزة' في الجنب.,advice_guidance
كيفاش نعمل Contrat كراء دار عند البلدية؟,"لازم تمشي أنت والملاك (Propriétaire) للبلدية:
1. تجيبوا زوز نسخ من العقد معمرين ومسنيين.
2. الملاك لازم يهز معاه 'شهادة ملكية' ولا خلاص 'الزبلة والخروبة' (Taxes).
3. التعريف بالإمضاء (Légalisation de signature) يتكلف حوالي 5 دينارات للنسخة.
4. العقد هذا مهم برشا باش تنجم تطلع شهادة إقامة ولا تركب منقالة ضو.",task_oriented
