category,instruction,response
advice_guidance,عندي عامين نعيش في ضغط وصدمات ووسط عائلي خايب، فديت من روحي، شنوة نعمل؟,الوسط السلبي يمرض بالرسمي. لازمك تخرج من 'القوقعة' هذيك، احكي مع طبيب نفسي (Psychologue) ولا لوج على هواية تخرج فيها طاقتك. النفسية هي كل شيء.
advice_guidance,ولدي عمره عام و7 شهور ديما يحب يرقد على القاعة (المرمر) والجو بارد، علاش؟,ساعات الصغار يحبوا 'برودة' القاعة كِي تبدأ عندهم سخانة مخفية ولا قلق. أما لازم تعوده يرقد في فراشه باش ما يضربوش الهواء على عروقه.
advice_guidance,شنوة اللي يخلي الرحم حامض ويمنع الحمل؟,الحموضة الزايدة (Acidité) غالباً تجي من الالتهابات المهبلية ولا الفطريات. هذيك تقتل المني قبل ما يوصل للبويضة. لازم 'تحميلة' ودواء وتنظيف.
advice_guidance,وقت القذف تخرج كمية صغيرة وبعد ثانية تخرج الكمية الكبيرة، عادي؟,عادي جداً وما يخوفش. هذيك انقباضات العضلات، ساعات تخرج المني على مرتين. نقص من الستريس والتوتر وقت العملية وتو تولي أمورك مريغلة.
advice_guidance,أنا حامل في الشهر الثاني وعندي السكر، الطبيب عطاني سيدوفاج، ما يضرش الصغير؟,لا ما يضرش، بالعكس هو يحمي الجنين من 'تشوهات' السكر العالي. توازن السكر أهم بمليون مرة من مفعول الدواء بيدو. واظب عليه.
advice_guidance,نحب نعرف أيام التبويض والبريود متاعي ما تجيش في وقتها، كيفاش نحسب؟,الحساب يولي صعيب بالمنطق. أحسن حاجة هي مراقبة 'الإفرازات' (تولي كِي لبيض العظم) ولا تستعمل جهاز تبويض من الصيدلية، ولا السونار هو سيد الأحكام.
advice_guidance,ياخي نجم ناخذ حرابش بريموليت مع تريزان في نفس الوقت؟,ما تاخذهمش مع بعضهم كان ما تستشير الطبيب، خاطر فمة أدوية تنقص مفعول الهرمونات ولا تعمل تفاعلات تقلق الكبدة.
advice_guidance,جاتني البريود 3 مرات بعد علاقة سطحية وتحليل الدم سلبي، أما نحس في غثيان؟,هذا 100% 'قلق وستريس' (Psychosomatique). البريود جات والتحليل سلبي يعني ما ثماش حمل. الغثيان يجي من كثرة التفكير والخوف.
advice_guidance,شربت 8 حرابش منع حمل وبطلت، ياخي هبط عليا الدم، علاش؟,الدم هذا يتسمى 'نزيف انسحابي'. كِي بطلت الدواء فجأة، الهرمونات طاحت، فالرحم سيب الدم اللي فيه. البريود تو تتعدل الشهر الجاي.
advice_guidance,شنوة الفرق بين تيجريتول 400 و كاربيمول؟,الزوز كيف كيف بالضبط، فيهم نفس المادة (Carbamazepine). الفرق في الشركة اللي تصنع والاسم التجاري بركة. يخدموا نفس الخدمة.
advice_guidance,عندي وجيعة وحكة لوطة وأنا حامل، شنوة الدواء؟,الحكة وقت الحمل غالباً فطريات (Mycose). لازم تمشي للطبيبة توصفلك 'بومادة' ولا تحاميل آمنة للجنين. ما تستعمل حتى دواء وحدك.
advice_guidance,بابا ديما خايف من الموت وعنده وجيعة في ظهره وصدره، رغم اللي تحاليله سليمة؟,هذا يتسمى 'وسواس المرض' وقلق نفسي. الوجيعة بالرسمي يحس بيها أما سببها مووش عضوي. لازم يزور طبيب نفسي يوصفله دواء يهدي الأعصاب.
advice_guidance,طبيبة قالت لصاحبتي غشائك واسع كِي الخاتم، ياخي معناها موش عذراء؟,لا، معناها الغشاء موجود أما الفتحة اللي فيه واسعة شوية (غشاء حلقي). الدم ينزل ليلة الدخلة كِي يتقطع النسيج المحيط بالفتحة. هي عذراء 100%.
advice_guidance,نرضع طبيعي والبريود تجي كل 34 يوم، أما ساعات يهبط دم بني بين زوز بريودات، علاش؟,هذا من تأثير هرمون الرضاعة (Prolactine). الرضاعة تخربق الهرمونات وتعمل شوية دم 'وسخ' في نص الشهر. حاجة عادية ومووش خطيرة.
advice_guidance,يدي تحرقت وجات فيها بقع حمراء بعد ما استعملت ديغريسان (Dasty) قوي، شنوة الحل؟,هذي 'حساسية تلامسية' قوية. البرودوي هذاك يحرق الجلدة. استعمل بومادة مرطبة (كِيما Eumovate) والبس 'ڨوانتوات' المرة الجاية.
general_knowledge,شكونو فيتاغور (Pythagore) وهل بالرسمي نظريتو نستعملوها لليوم؟,فيتاغور هو عالم يوناني قديم، والنظرية متاعو هي أساس الهندسة. تقول اللي في أي مثلث قائم الزاوية، مربع الوتر يساوي مجموع مربعي الضلعين الآخرين ($a^2 + b^2 = c^2$). لليوم، البناية والمهندسين يستعملوها باش يتأكدو اللي الحيط 'ع الركبة' (قائم) وباش يحسبو المسافات المايلة. من غيرها، برشة بني يجي عوج!
general_knowledge,علاش كِي نلمسوا حديدة في الشتاء نلقاوها أبرد من لوحة، رغم اللي هوما في نفس البيت؟,هذي خدعة من مخنا! الزوز عندهم نفس الحرارة، أما الفرق في **'الناقلية الحرارية'** (Conductivité thermique). الحديد ينقل السخانة فيسع خيالية، يعني كِي تمسو، يسرق السخانة من يدك في فيسع، فتحس بالبرد. أما اللوح ناقل ضعيف، يخلي يدك تحافظ على سخونتها، هذاك علاش يظهرلك 'أدفى'.
general_knowledge,شنوّة معناها زمرة الدم (Groupe Sanguin) وعلاش فمّا شكون يعطي للناس الكل؟,زمرة الدم تتحدد بنوع البروتينات (Antigènes) اللي فوق كريات الدم الحمراء. فمّا $A$ و $B$ و $AB$ و $O$. اللي عندو زمرة **O سلبـي ($O^-$)** يتسمى 'المعطي العالمي' خاطر دمو ما فيهش بروتينات تخلّي بدن الشخص الآخر يرفضو، فينجم يسلك أي حد في حالة استعجالية. أما $AB^+$ يتسمى 'البخيل' خاطر ياخذ من عند الناس الكل وما يعطي لحد كان اللي كيفو.
general_knowledge,ياخي القمرة كيفاش تقعد لاصقة في السماء وما تطيحش علينا؟,القمرة في حالة **سقوط حر دائم**، أما عندها سرعة جانبية قوية برشة. الجاذبية متاع الأرض تجبد فيها باش تطيح، أما السرعة متاعها تخليها 'تزلق' داير وداير الأرض. هي كيف الكورة اللي تدور فيها بخيط؛ كان تنحي الخيط (الجاذبية) تطير لبعيد، وكان تنقص السرعة تطيح فوقك. التوازن هذا هو اللي مخليها في المدار.
general_knowledge,علاش البصل يخلينا نبكيوا؟ فمّا طريقة باش نهربوا منها؟,البصل فيه مركبات كبريتية. كِي تقصو، تخرج إنزيمات تتفاعل وتصنع غاز يطير في الهواء. الغاز هذا كِي يمس الندوة اللي في عينيك، يولي 'حمض كبريتيك' مخفف. العين تحس بالحريق وتخرج الدموع باش تغسل الـ 'أسيد'. الحل؟ قصو تحت الماء ولا حطو في الفريجيدار قبل، باش الغاز ما يطيرش فيسع.
general_knowledge,شنوّة معناها الذكاء الاصطناعي (AI) وكيفاش الماكينة تولي تخمم؟,الذكاء الاصطناعي موش معناها الماكينة عندها روح، أما هي برامج (Algorithmes) تتدرب على **كميات عملاقة متاع بيانات**. الماكينة تتعلم تطلع 'النماذج' (Patterns) وتتوقع النتيجة الجاية. هي كيف الدري الصغير، توريها مليون صورة متاع قطوس، تولي تعرف وحدها تفرق بين القطوس والكلب. هي قوة حسابية وسرعة معالجة موش وعي حقيقي.
general_knowledge,كيفاش الميكرو-أوند (Micro-ondes) يسخن الماكلة من غير نار؟,الميكرو-أوند يخرج موجات كهرومغناطيسية تضرب في جزيئات الماء اللي في وسط الماكلة. الموجات هذي تخلي جزيئات الماء **تتهز وتتحرك فيسع خيالية** (ملايين المرات في الثانية). الاحتكاك هذاك يولد سخانة كبيرة في وسط الماكلة بيدها، موش كيف الفور العادي اللي يسخن الهواء اللي داير بالصحن.
general_knowledge,علاش فمّا بلايص فيها زلازل وبلايص لا؟ تونس في خطر؟,القشرة الأرضية مقسومة لـ **'صفائح تكتونية'** تعوم فوق الماغما. الزلازل تصير كِي الصفائح هذي تتحك في بعضها ولا تتصادم. تونس جاية قريبة من خط التماس بين صفيحة إفريقيا وصفيحة أوراسيا، هذاك علاش فمّا نشاط زلزالي 'خفيف' لـ 'متوسط'. موش كيما اليابان ولا تركيا اللي جايين فوق 'فوالق' (Failles) كبيرة برشة.
